,date,open,high,low,adjClose,value,volume,count,yesterday,close,jdate
362,2019-02-04,5800.0,5800.0,5800.0,5800.0,812626400,140108,19,5800.0,5800.0,1397-11-15
361,2019-02-06,5800.0,5800.0,5800.0,5800.0,609000000,105000,13,5800.0,5800.0,1397-11-17
360,2019-02-16,5800.0,5800.0,5800.0,5800.0,215760000,37200,8,5800.0,5800.0,1397-11-27
359,2019-02-18,5800.0,5800.0,5800.0,5800.0,574345000,99025,23,5800.0,5800.0,1397-11-29
358,2019-02-20,5800.0,5800.0,5800.0,5800.0,60476600,10427,3,5800.0,5800.0,1397-12-01
357,2019-02-23,5800.0,5800.0,4701.0,5005.0,95088750,19000,13,5800.0,4701.0,1397-12-04
356,2019-02-25,5005.0,5300.0,5005.0,5184.0,440782135,85027,11,5005.0,5300.0,1397-12-06
355,2019-02-27,5799.0,5799.0,5799.0,5799.0,4928999226,849974,126,5184.0,5799.0,1397-12-08
354,2019-03-02,5969.0,6450.0,5969.0,6124.0,1364792605,222856,32,5799.0,6450.0,1397-12-11
353,2019-03-04,7151.0,7500.0,7151.0,7177.0,41044564622,5719227,547,6124.0,7500.0,1397-12-13
352,2019-03-06,8400.0,8400.0,7780.0,8329.0,13166864940,1580823,235,7177.0,7780.0,1397-12-15
351,2019-03-11,7131.0,7131.0,7000.0,7123.0,8665587955,1216545,238,8329.0,7000.0,1397-12-20
350,2019-03-13,7299.0,7299.0,6732.0,7205.0,572927193,79517,22,7123.0,6732.0,1397-12-22
349,2019-03-16,6610.0,7000.0,6610.0,6691.0,2120123500,316873,64,7205.0,7000.0,1397-12-25
348,2019-03-18,6751.0,6751.0,6751.0,6751.0,337550000,50000,9,6691.0,6751.0,1397-12-27
347,2019-03-25,6751.0,7201.0,6751.0,6791.0,2731160586,402186,69,6751.0,7201.0,1398-01-05
346,2019-03-27,7000.0,7000.0,7000.0,7000.0,4235049000,605007,80,6791.0,7000.0,1398-01-07
345,2019-03-30,7000.0,7060.0,7000.0,7036.0,2572499820,365610,62,7000.0,7060.0,1398-01-10
344,2019-04-06,7100.0,7100.0,7100.0,7100.0,819467800,115418,17,7036.0,7100.0,1398-01-17
343,2019-04-08,7476.0,7998.0,7476.0,7565.0,3651324858,482658,110,7100.0,7998.0,1398-01-19
342,2019-04-10,8101.0,9511.0,8101.0,8826.0,2064761481,233931,44,7565.0,9511.0,1398-01-21
341,2019-04-13,10450.0,10450.0,9550.0,10154.0,5608024600,552298,129,8826.0,9550.0,1398-01-24
340,2019-04-15,9000.0,9004.0,9000.0,9000.0,3738174000,415342,120,10154.0,9004.0,1398-01-26
339,2019-04-17,8990.0,8990.0,8990.0,8990.0,1188145370,132163,32,9000.0,8990.0,1398-01-28
338,2019-04-20,8990.0,9210.0,8990.0,9053.0,2409233870,266119,86,8990.0,9210.0,1398-01-31
337,2019-04-22,9200.0,9200.0,9200.0,9200.0,248961200,27061,9,9053.0,9200.0,1398-02-02
336,2019-04-24,8950.0,8950.0,8950.0,8950.0,581750000,65000,7,9200.0,8950.0,1398-02-04
335,2019-04-27,8900.0,8950.0,8900.0,8905.0,5389853800,605292,111,8950.0,8950.0,1398-02-07
334,2019-04-29,10100.0,10100.0,10100.0,10100.0,6679645100,661351,149,8905.0,10100.0,1398-02-09
333,2019-05-01,10100.0,10500.0,10100.0,10331.0,1872742200,181278,64,10100.0,10500.0,1398-02-11
332,2019-05-04,10510.0,10510.0,10510.0,10510.0,8652462600,823260,114,10331.0,10510.0,1398-02-14
331,2019-05-06,11499.0,11499.0,10500.0,10797.0,1371695208,127042,30,10510.0,10500.0,1398-02-16
330,2019-05-08,10499.0,10499.0,10498.0,10499.0,2566505022,244461,57,10797.0,10498.0,1398-02-18
329,2019-05-11,10999.0,10999.0,10400.0,10902.0,1551084812,142278,62,10499.0,10400.0,1398-02-21
328,2019-05-13,10999.0,11485.0,10999.0,11154.0,5411821827,485175,89,10902.0,11485.0,1398-02-23
327,2019-05-15,12201.0,12201.0,11100.0,11990.0,3133547139,261339,63,11154.0,11100.0,1398-02-25
326,2019-05-18,11990.0,11990.0,10500.0,11327.0,1700301450,150105,39,11990.0,10500.0,1398-02-28
325,2019-05-20,8011.0,9000.0,8011.0,8500.0,2539196384,298720,51,11327.0,9000.0,1398-02-30
324,2019-05-22,9000.0,9000.0,8900.0,8974.0,4157815900,463303,138,8500.0,8900.0,1398-03-01
323,2019-05-25,9000.0,9000.0,9000.0,9000.0,3670623000,407847,51,8974.0,9000.0,1398-03-04
322,2019-05-29,9900.0,9900.0,9000.0,9512.0,941291100,98959,20,9000.0,9000.0,1398-03-08
321,2019-06-01,8800.0,8800.0,8800.0,8800.0,545529600,61992,11,9512.0,8800.0,1398-03-11
320,2019-06-03,8500.0,8500.0,7970.0,8217.0,2101873070,255811,41,8800.0,7970.0,1398-03-13
319,2019-06-08,7787.0,7800.0,7787.0,7791.0,3682319940,472667,95,8217.0,7800.0,1398-03-18
318,2019-06-10,8250.0,8250.0,7797.0,8125.0,3405160596,419076,76,7791.0,7797.0,1398-03-20
317,2019-06-12,8010.0,8010.0,8010.0,8010.0,109704960,13696,4,8125.0,8010.0,1398-03-22
316,2019-06-15,7899.0,8487.0,7899.0,7942.0,665518806,83802,35,8010.0,8487.0,1398-03-25
315,2019-06-17,8000.0,8000.0,7888.0,7997.0,1995277104,249492,62,7942.0,7888.0,1398-03-27
314,2019-06-19,7997.0,7997.0,7997.0,7997.0,1538055013,192329,24,7997.0,7997.0,1398-03-29
313,2019-06-22,7997.0,7997.0,7900.0,7994.0,857102764,107212,27,7997.0,7900.0,1398-04-01
312,2019-06-24,8699.0,8699.0,8400.0,8691.0,799912263,92037,49,7994.0,8400.0,1398-04-03
311,2019-06-26,8385.0,8385.0,8300.0,8379.0,4802958785,573182,132,8691.0,8300.0,1398-04-05
310,2019-07-01,8602.0,8998.0,8602.0,8860.0,5591358784,631084,108,8379.0,8998.0,1398-04-10
309,2019-07-03,9554.0,10200.0,9554.0,9608.0,5062938878,526957,106,8860.0,10200.0,1398-04-12
308,2019-07-06,11990.0,13000.0,11990.0,12172.0,5792226930,475872,199,9608.0,13000.0,1398-04-15
307,2019-07-08,16450.0,16450.0,15999.0,16355.0,11707307912,715830,250,12172.0,15999.0,1398-04-17
306,2019-07-10,15900.0,15900.0,15000.0,15853.0,8840419800,557644,118,16355.0,15000.0,1398-04-19
305,2019-08-07,17740.0,17740.0,17630.0,17655.0,2963330030,167845,47,15853.0,17630.0,1398-05-16
304,2019-08-10,16940.0,16940.0,13011.0,15610.0,920437626,58966,25,17655.0,13011.0,1398-05-19
303,2019-08-14,14770.0,14770.0,14770.0,14770.0,10623204340,719242,226,15610.0,14770.0,1398-05-23
302,2019-08-17,14770.0,14770.0,14500.0,14732.0,1386621340,94120,49,14770.0,14500.0,1398-05-26
301,2019-08-19,16000.0,16000.0,15000.0,15544.0,928206000,59715,34,14732.0,15000.0,1398-05-28
300,2019-08-21,14999.0,14999.0,13950.0,14104.0,871092655,61760,19,15544.0,13950.0,1398-05-30
299,2019-09-25,13822.0,13822.0,13822.0,13822.0,703525978,50899,5,14104.0,13822.0,1398-07-03
298,2019-09-28,13546.0,14098.0,13546.0,13572.0,15865573006,1169036,203,13822.0,13546.0,1398-07-06
297,2019-09-29,13301.0,13843.0,13301.0,13409.0,33416021727,2492092,266,13572.0,13843.0,1398-07-07
296,2019-09-30,13677.0,13677.0,13677.0,13677.0,1161697026,84938,24,13409.0,13677.0,1398-07-08
295,2019-10-01,13950.0,13950.0,13600.0,13949.0,8737790909,626397,123,13677.0,13949.0,1398-07-09
294,2019-10-02,14227.0,14227.0,13700.0,14187.0,7626161972,537532,94,13949.0,14227.0,1398-07-10
293,2019-10-05,14470.0,14470.0,14470.0,14470.0,1098070420,75886,29,14187.0,14470.0,1398-07-13
292,2019-10-06,14759.0,14759.0,14759.0,14759.0,726910268,49252,21,14470.0,14759.0,1398-07-14
291,2019-10-07,15054.0,15054.0,15054.0,15054.0,1007172816,66904,21,14759.0,15054.0,1398-07-15
290,2019-10-08,15355.0,15355.0,14753.0,15222.0,5180442121,340318,131,15054.0,14900.0,1398-07-16
289,2019-10-09,15520.0,15526.0,15005.0,15463.0,2653555087,171605,88,15222.0,15526.0,1398-07-17
288,2019-10-12,15772.0,15772.0,15200.0,15730.0,2542445494,161630,60,15463.0,15772.0,1398-07-20
287,2019-10-13,16044.0,16044.0,16000.0,16043.0,3614640384,225311,87,15730.0,16044.0,1398-07-21
286,2019-10-14,16360.0,16360.0,15723.0,15813.0,3900847234,246689,134,16043.0,16167.0,1398-07-22
285,2019-10-15,15813.0,15999.0,15497.0,15617.0,269092511,17231,12,15813.0,15497.0,1398-07-23
284,2019-10-16,15305.0,15890.0,15305.0,15306.0,2854748066,186511,51,15617.0,15305.0,1398-07-24
283,2019-10-20,15600.0,15600.0,15000.0,15083.0,108900000,7220,7,15306.0,15000.0,1398-07-28
282,2019-10-21,15220.0,15220.0,14480.0,14485.0,2318352420,160049,58,15083.0,14480.0,1398-07-29
281,2019-10-22,14774.0,14774.0,14196.0,14512.0,1833373889,126332,75,14485.0,14196.0,1398-07-30
280,2019-10-23,14222.0,14650.0,14222.0,14229.0,1931609588,135749,47,14512.0,14222.0,1398-08-01
279,2019-10-26,14512.0,14512.0,13945.0,13988.0,241762480,17284,21,14229.0,13945.0,1398-08-04
278,2019-10-28,13429.0,14389.0,13429.0,13435.0,1971513092,146748,64,13988.0,13429.0,1398-08-06
277,2019-10-30,13167.0,13689.0,13167.0,13218.0,3473382976,262779,193,13435.0,13167.0,1398-08-08
276,2019-11-02,13480.0,13480.0,12954.0,12969.0,2102745185,162134,106,13218.0,12954.0,1398-08-11
275,2019-11-03,13224.0,13228.0,12710.0,12997.0,1763882916,135716,92,12969.0,13228.0,1398-08-12
274,2019-11-04,13256.0,13256.0,13256.0,13256.0,1006448544,75924,11,12997.0,13256.0,1398-08-13
273,2019-11-05,13521.0,13521.0,13520.0,13521.0,2551949540,188740,64,13256.0,13521.0,1398-08-14
272,2019-11-09,14061.0,14061.0,13700.0,14061.0,1945209002,138344,60,13521.0,14061.0,1398-08-18
271,2019-11-10,14341.0,14342.0,13799.0,14298.0,2015839314,140989,103,14061.0,14278.0,1398-08-19
270,2019-11-11,14580.0,14580.0,14013.0,14073.0,1540142213,109436,72,14298.0,14350.0,1398-08-20
269,2019-11-12,14350.0,14354.0,13792.0,14078.0,3639055491,258492,113,14073.0,14354.0,1398-08-21
268,2019-11-13,14359.0,14359.0,14100.0,14356.0,1072118293,74681,39,14078.0,14359.0,1398-08-22
267,2019-11-16,14643.0,14643.0,14100.0,14536.0,816492983,56171,52,14356.0,14600.0,1398-08-25
266,2019-11-17,14600.0,14600.0,14246.0,14314.0,74248002,5187,7,14536.0,14246.0,1398-08-26
265,2019-11-18,14028.0,14599.0,14028.0,14043.0,2350666896,167396,59,14314.0,14029.0,1398-08-27
264,2019-11-19,14252.0,14323.0,14002.0,14312.0,1802211407,125924,69,14043.0,14323.0,1398-08-28
263,2019-11-20,14598.0,14598.0,14598.0,14598.0,481558824,32988,14,14312.0,14598.0,1398-08-29
262,2019-11-23,14889.0,14889.0,14889.0,14889.0,2660217630,178670,59,14598.0,14889.0,1398-09-02
261,2019-11-24,15186.0,15186.0,15184.0,15186.0,2926290642,192697,72,14889.0,15186.0,1398-09-03
260,2019-11-25,15489.0,15489.0,15489.0,15489.0,2091541626,135034,55,15186.0,15489.0,1398-09-04
259,2019-11-26,15798.0,15798.0,15450.0,15783.0,737023206,46697,35,15489.0,15798.0,1398-09-05
258,2019-11-27,16414.0,16414.0,16100.0,16411.0,2149940698,131007,48,15783.0,16414.0,1398-09-06
257,2019-11-30,16739.0,16739.0,16083.0,16187.0,4777824747,295166,138,16411.0,16210.0,1398-09-09
256,2019-12-01,16510.0,16510.0,15864.0,16149.0,2069941186,128177,87,16187.0,16420.0,1398-09-10
255,2019-12-02,16468.0,16471.0,16001.0,16446.0,3384219800,205774,57,16149.0,16471.0,1398-09-11
254,2019-12-03,16774.0,16774.0,16770.0,16774.0,4170639988,248644,56,16446.0,16774.0,1398-09-12
253,2019-12-04,17109.0,17109.0,17109.0,17109.0,607865661,35529,5,16774.0,17109.0,1398-09-13
252,2019-12-07,17793.0,17793.0,17793.0,17793.0,2891522637,162509,26,17109.0,17793.0,1398-09-16
251,2019-12-08,18148.0,18148.0,18148.0,18148.0,100267700,5525,4,17793.0,18148.0,1398-09-17
250,2019-12-09,18510.0,18510.0,18148.0,18510.0,5147423818,278090,80,18148.0,18510.0,1398-09-18
249,2019-12-10,18880.0,18880.0,18880.0,18880.0,396026880,20976,11,18510.0,18880.0,1398-09-19
248,2019-12-11,19635.0,19635.0,19635.0,19635.0,275047080,14008,12,18880.0,19635.0,1398-09-20
247,2019-12-14,20027.0,20027.0,20027.0,20027.0,691512283,34529,9,19635.0,20027.0,1398-09-23
246,2019-12-15,20427.0,20427.0,19636.0,20410.0,21132627466,1035407,232,20027.0,20427.0,1398-09-24
245,2019-12-16,20818.0,20818.0,20818.0,20818.0,1536014494,73783,12,20410.0,20818.0,1398-09-25
244,2019-12-17,21650.0,21650.0,21650.0,21650.0,160924450,7433,4,20818.0,21650.0,1398-09-26
243,2019-12-18,22083.0,22083.0,22083.0,22083.0,283258641,12827,5,21650.0,22083.0,1398-09-27
242,2019-12-22,22524.0,22524.0,22524.0,22524.0,146766384,6516,6,22083.0,22524.0,1398-10-01
241,2019-12-23,23424.0,23424.0,23424.0,23424.0,18466778880,788370,101,22524.0,23424.0,1398-10-02
240,2019-12-24,23892.0,23892.0,23892.0,23892.0,152168148,6369,8,23424.0,23892.0,1398-10-03
239,2019-12-28,24369.0,24369.0,24369.0,24369.0,929287446,38134,8,23892.0,24369.0,1398-10-07
238,2019-12-29,25343.0,25343.0,25343.0,25343.0,651061670,25690,6,24369.0,25343.0,1398-10-08
237,2019-12-30,25849.0,25849.0,25849.0,25849.0,788911480,30520,9,25343.0,25849.0,1398-10-09
236,2019-12-31,26365.0,26365.0,25333.0,26365.0,18050257121,684632,123,25849.0,26365.0,1398-10-10
235,2020-01-01,26892.0,26892.0,25850.0,26890.0,31783079274,1181970,290,26365.0,26892.0,1398-10-11
234,2020-01-04,25815.0,27960.0,25815.0,26244.0,36898297403,1405976,403,26890.0,26500.0,1398-10-14
233,2020-01-05,26768.0,26768.0,26500.0,26767.0,13890871056,518961,116,26244.0,26768.0,1398-10-15
232,2020-01-07,27302.0,27302.0,26232.0,27083.0,36123875770,1333816,328,26767.0,26232.0,1398-10-17
231,2020-01-08,26542.0,26542.0,26542.0,26542.0,330315190,12445,27,27083.0,26542.0,1398-10-18
230,2020-01-11,27072.0,27072.0,26013.0,27071.0,62723756926,2317010,245,26542.0,27072.0,1398-10-21
229,2020-01-12,27612.0,27612.0,27612.0,27612.0,41105017980,1488665,138,27071.0,27612.0,1398-10-22
228,2020-01-13,28164.0,28164.0,28164.0,28164.0,5679214272,201648,23,27612.0,28164.0,1398-10-23
227,2020-01-14,29290.0,29290.0,28800.0,29288.0,20421878015,697272,161,28164.0,29290.0,1398-10-24
226,2020-01-15,29860.0,29860.0,28750.0,29504.0,23547682956,798111,458,29288.0,29800.0,1398-10-25
225,2020-01-28,29999.0,30598.0,29999.0,30542.0,44774630120,1466010,224,29504.0,30598.0,1398-11-08
224,2020-02-01,31152.0,31152.0,31152.0,31152.0,23201386560,744780,294,30542.0,31152.0,1398-11-12
223,2020-02-02,31775.0,31775.0,31775.0,31775.0,7392898600,232664,28,31152.0,31775.0,1398-11-13
222,2020-02-03,32410.0,32410.0,32399.0,32410.0,37278110817,1150208,222,31775.0,32410.0,1398-11-14
221,2020-02-04,33706.0,33706.0,33650.0,33706.0,41772963297,1239335,195,32410.0,33706.0,1398-11-15
220,2020-02-05,34380.0,34380.0,34380.0,34380.0,3544990560,103112,29,33706.0,34380.0,1398-11-16
219,2020-02-08,35067.0,35067.0,35067.0,35067.0,7394718558,210874,67,34380.0,35067.0,1398-11-19
218,2020-02-09,35768.0,35768.0,35768.0,35768.0,3794233672,106079,21,35067.0,35768.0,1398-11-20
217,2020-02-10,37198.0,37198.0,37197.0,37198.0,37383393832,1004984,181,35768.0,37198.0,1398-11-21
216,2020-02-12,37941.0,37941.0,37198.0,37934.0,44074924415,1161891,228,37198.0,37941.0,1398-11-23
215,2020-02-15,38692.0,38692.0,38692.0,38692.0,2115949404,54687,14,37934.0,38692.0,1398-11-26
214,2020-02-16,39465.0,39465.0,39465.0,39465.0,2028816720,51408,13,38692.0,39465.0,1398-11-27
213,2020-02-17,41043.0,41043.0,41043.0,41043.0,617081505,15035,13,39465.0,41043.0,1398-11-28
212,2020-02-18,41863.0,41863.0,41863.0,41863.0,429891147,10269,14,41043.0,41863.0,1398-11-29
211,2020-02-19,42700.0,42700.0,42700.0,42700.0,1832726700,42921,23,41863.0,42700.0,1398-11-30
210,2020-02-22,43554.0,43554.0,43554.0,43554.0,4890112458,112277,36,42700.0,43554.0,1398-12-03
209,2020-02-23,45296.0,45296.0,45296.0,45296.0,9748016272,215207,51,43554.0,45296.0,1398-12-04
208,2020-02-24,46201.0,46201.0,46201.0,46201.0,10191155183,220583,37,45296.0,46201.0,1398-12-05
207,2020-02-25,47125.0,47125.0,47125.0,47125.0,6235721375,132323,16,46201.0,47125.0,1398-12-06
206,2020-02-26,48067.0,48067.0,48067.0,48067.0,6579555161,136883,23,47125.0,48067.0,1398-12-07
205,2020-02-29,48067.0,49989.0,48067.0,49846.0,68466735996,1373576,362,48067.0,49989.0,1398-12-10
204,2020-03-01,50842.0,50842.0,48850.0,50717.0,29090047376,573580,293,49846.0,50842.0,1398-12-11
203,2020-03-02,51731.0,51731.0,51000.0,51715.0,32865724715,635511,215,50717.0,51731.0,1398-12-12
202,2020-03-03,52749.0,52749.0,52749.0,52739.0,10865608263,205987,34,51715.0,52749.0,1398-12-13
201,2020-03-04,54848.0,54848.0,54848.0,54848.0,11936515392,217629,46,52739.0,54848.0,1398-12-14
200,2020-03-07,55944.0,55944.0,55944.0,55944.0,16291787904,291216,142,54848.0,55944.0,1398-12-17
199,2020-03-09,57062.0,57062.0,54826.0,57003.0,25113435443,440566,366,55944.0,57062.0,1398-12-19
198,2020-03-10,58143.0,58143.0,55900.0,58135.0,26420923008,454473,200,57003.0,58143.0,1398-12-20
197,2020-03-11,60460.0,60460.0,60460.0,60460.0,18740060680,309958,134,58135.0,60460.0,1398-12-21
196,2020-03-14,61669.0,61669.0,59251.0,59595.0,64033402875,1074481,658,60460.0,59251.0,1398-12-24
195,2020-03-15,58404.0,60500.0,58404.0,59084.0,24408989441,413120,234,59595.0,58404.0,1398-12-25
194,2020-03-16,57903.0,60250.0,57903.0,59090.0,64817002806,1096927,434,59084.0,60219.0,1398-12-26
193,2020-04-12,71999.0,73438.0,70560.0,71635.0,70082792549,978331,652,59090.0,70560.0,1399-01-24
192,2020-04-13,73067.0,73067.0,70203.0,72140.0,36843140513,510720,324,71635.0,73067.0,1399-01-25
191,2020-04-14,73582.0,73582.0,73582.0,73582.0,12470162286,169473,162,72140.0,73582.0,1399-01-26
190,2020-04-15,75053.0,75053.0,75053.0,75053.0,12761561802,170034,160,73582.0,75053.0,1399-01-27
189,2020-04-18,78055.0,78055.0,76556.0,78055.0,26993223165,345825,177,75053.0,78055.0,1399-01-30
188,2020-04-19,79616.0,79616.0,78801.0,79601.0,37167379369,466923,308,78055.0,79616.0,1399-01-31
187,2020-04-20,81193.0,81193.0,81193.0,81193.0,16507673602,203314,120,79601.0,81193.0,1399-02-01
186,2020-04-21,82816.0,82816.0,82816.0,82816.0,26114948992,315337,101,81193.0,82816.0,1399-02-02
185,2020-04-22,84472.0,84472.0,84149.0,84472.0,21001835519,248626,112,82816.0,84472.0,1399-02-03
184,2020-04-25,87850.0,87850.0,87850.0,87850.0,19416958400,221024,123,84472.0,87850.0,1399-02-06
183,2020-04-26,89607.0,89607.0,89607.0,89607.0,14121883986,157598,90,87850.0,89607.0,1399-02-07
182,2020-04-27,91399.0,91399.0,87815.0,91332.0,62360842714,682796,461,89607.0,90800.0,1399-02-08
181,2020-04-28,91399.0,93156.0,89506.0,91222.0,114898573979,1259542,936,91332.0,91100.0,1399-02-09
180,2020-04-29,93017.0,93017.0,89398.0,90492.0,77693037612,858560,1439,91222.0,89402.0,1399-02-10
179,2020-05-02,91900.0,92301.0,90157.0,92053.0,137845809863,1497464,2215,90492.0,92301.0,1399-02-13
178,2020-05-03,93800.0,93800.0,90212.0,91498.0,131892068741,1441474,2705,92053.0,90212.0,1399-02-14
177,2020-05-04,89669.0,89669.0,89669.0,89669.0,21013661143,234347,335,91498.0,89669.0,1399-02-15
176,2020-05-05,87876.0,87876.0,87876.0,89098.0,3090598920,35170,86,89669.0,87876.0,1399-02-16
175,2020-05-06,87317.0,87317.0,87317.0,87317.0,34929943412,400036,310,89098.0,87317.0,1399-02-17
174,2020-05-09,83825.0,88500.0,83825.0,85096.0,177133466781,2081582,2255,87317.0,87200.0,1399-02-20
173,2020-05-10,86797.0,86797.0,83395.0,86492.0,54118941204,625707,890,85096.0,85800.0,1399-02-21
172,2020-05-11,86490.0,86490.0,84763.0,84773.0,17833161896,210364,245,86492.0,84763.0,1399-02-22
171,2020-05-12,83078.0,83078.0,83078.0,84394.0,2128707594,25623,57,84773.0,83078.0,1399-02-23
170,2020-05-13,82707.0,82707.0,82707.0,83199.0,6710018910,81130,97,84394.0,82707.0,1399-02-24
169,2020-05-16,79872.0,79872.0,79872.0,82305.0,2580185088,32304,64,83199.0,79872.0,1399-02-27
168,2020-05-17,80659.0,80659.0,80659.0,81821.0,2851698945,35355,46,82305.0,80659.0,1399-02-28
167,2020-05-18,80185.0,80185.0,80185.0,80185.0,13161084790,164134,118,81821.0,80185.0,1399-02-29
166,2020-05-19,78582.0,80186.0,78582.0,78638.0,59805831595,760525,788,80185.0,78582.0,1399-02-30
165,2020-05-20,75494.0,81783.0,75493.0,77956.0,49954932947,640806,839,78638.0,81783.0,1399-02-31
164,2020-05-23,79515.0,79515.0,79515.0,78786.0,5429920320,68288,93,77956.0,79515.0,1399-03-03
163,2020-05-26,80361.0,80361.0,77211.0,79829.0,34401728252,430941,381,78786.0,77211.0,1399-03-06
162,2020-05-27,78233.0,81425.0,78233.0,79416.0,21411342172,269609,453,79829.0,80000.0,1399-03-07
161,2020-05-30,81004.0,81004.0,79416.0,80562.0,23926728560,296999,496,79416.0,80940.0,1399-03-10
160,2020-05-31,80948.0,81000.0,78951.0,79238.0,21517354254,271554,287,80562.0,78951.0,1399-03-11
159,2020-06-01,77660.0,79200.0,77654.0,77740.0,9618295879,123766,243,79238.0,77654.0,1399-03-12
158,2020-06-02,76200.0,79244.0,76200.0,77739.0,52076023390,669880,889,77740.0,79180.0,1399-03-13
157,2020-06-06,79280.0,79293.0,76206.0,79133.0,94173454676,1190060,1255,77739.0,79293.0,1399-03-17
156,2020-06-07,81510.0,83140.0,81510.0,82437.0,18463349200,223968,188,79133.0,83140.0,1399-03-18
155,2020-06-08,84085.0,84085.0,82000.0,84010.0,76158328522,906540,1197,82437.0,84003.0,1399-03-19
154,2020-06-09,85690.0,85690.0,83000.0,85128.0,37606150948,441760,751,84010.0,84700.0,1399-03-20
153,2020-06-14,85000.0,86000.0,83426.0,84279.0,36449451376,432483,669,85128.0,84106.0,1399-03-25
152,2020-06-15,85964.0,85964.0,85000.0,85954.0,106665835251,1240965,1260,84279.0,85964.0,1399-03-26
151,2020-06-16,87673.0,87673.0,87500.0,87670.0,115517372074,1317634,1018,85954.0,87673.0,1399-03-27
150,2020-06-20,89423.0,89423.0,86050.0,87971.0,75389624793,856981,1178,87670.0,89210.0,1399-03-31
149,2020-06-21,89000.0,89000.0,86212.0,86539.0,70500776750,814667,1258,87971.0,86212.0,1399-04-01
148,2020-06-22,87000.0,88250.0,84809.0,86334.0,78505280019,909322,1493,86539.0,88198.0,1399-04-02
147,2020-06-23,88060.0,88060.0,88060.0,88060.0,20991742800,238380,492,86334.0,88060.0,1399-04-03
146,2020-06-24,86299.0,89821.0,86299.0,88247.0,48159230386,545733,744,88060.0,88500.0,1399-04-04
145,2020-06-27,90011.0,90011.0,88500.0,89979.0,41567073948,461962,608,88247.0,90011.0,1399-04-07
144,2020-06-28,91000.0,91700.0,88180.0,88630.0,39020965361,440269,495,89979.0,88180.0,1399-04-08
143,2020-06-29,86858.0,86858.0,86858.0,86858.0,13786796624,158728,154,88630.0,86858.0,1399-04-09
142,2020-06-30,85121.0,88595.0,85121.0,86675.0,131908425375,1521876,1711,86858.0,88221.0,1399-04-10
141,2020-07-01,88240.0,88240.0,84942.0,85883.0,83804886675,975801,1012,86675.0,84942.0,1399-04-11
140,2020-07-04,84168.0,85492.0,84166.0,84233.0,18400425915,218448,368,85883.0,84166.0,1399-04-14
139,2020-07-05,82549.0,85917.0,82549.0,83998.0,70006859785,833433,1000,84233.0,85020.0,1399-04-15
